    No.  A,     A(x),     A(y),     A(z),     No. B,     B(x),     B(y),     B(z),     No. M,     M(x),     M(y),    M(z),     No. N,     N(x),     N(y),    N(z),    current,voltage,App.ch1,App.ch2,App.ch3,App.ch4,App.ch5,App.ch6,App.ch7,App.ch8,App.ch9,App.ch10
6,-0.14,0.0975,0.01,62,0.14,0.0975,0.01,30,-0.02,0.0975,0.01,54,0.1,0.0975,0.01,200,18.402,0.066657,0.055992,0.055992,0.023997,0.023997,0.013331,0.013331,0.013331,0.013331,0.002666
6,-0.14,0.0975,0.01,62,0.14,0.0975,0.01,38,0.02,0.0975,0.01,46,0.06,0.0975,0.01,200,4.2262,0.14734,0.11488,0.094009,0.080096,0.069661,0.065024,0.061546,0.061546,0.058067,0.059227
6,-0.14,0.0975,0.01,62,0.14,0.0975,0.01,38,0.02,0.0975,0.01,54,0.1,0.0975,0.01,200,15.082,0.039039,0.013013,-0.013013,0.026026,-0.013013,-0.013013,-0.013013,-0.013013,-0.039039,-0.013013
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,15,-0.1,0.1625,0.01,23,-0.06,0.1625,0.01,100,5.7629,0.43044,0.38283,0.35052,0.32076,0.3012,0.2808,0.26294,0.25019,0.23658,0.22553
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,15,-0.1,0.1625,0.01,31,-0.02,0.1625,0.01,200,16.422,0.27389,0.23803,0.20218,0.20218,0.20218,0.15437,0.15437,0.16633,0.15437,0.11852
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,15,-0.1,0.1625,0.01,39,0.02,0.1625,0.01,200,20.265,0.19046,0.1711,0.14204,0.15173,0.13236,0.12267,0.11299,0.1033,0.11299,0.1033
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,15,-0.1,0.1625,0.01,47,0.06,0.1625,0.01,200,25.495,0.13792,0.10713,0.11483,0.084036,0.099432,0.099432,0.084036,0.076338,0.084036,0.06864
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,15,-0.1,0.1625,0.01,55,0.1,0.1625,0.01,200,36.842,0.083679,0.073025,0.083679,0.073025,0.078352,0.078352,0.067698,0.083679,0.073025,0.078352
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,23,-0.06,0.1625,0.01,31,-0.02,0.1625,0.01,200,4.9856,0.18907,0.17334,0.1586,0.14779,0.13698,0.12617,0.11732,0.11044,0.10258,0.096684
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,23,-0.06,0.1625,0.01,39,0.02,0.1625,0.01,200,8.8396,0.046255,0.068458,0.068458,0.024053,0.068458,0.00185,0.00185,0.046255,0.046255,0.046255
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,23,-0.06,0.1625,0.01,47,0.06,0.1625,0.01,200,14.044,0.008152,-0.005823,0.022127,-0.005823,-0.005823,-0.005823,0.036102,-0.005823,-0.005823,0.008152
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,23,-0.06,0.1625,0.01,55,0.1,0.1625,0.01,200,25.357,-0.006128,-0.006128,0.009353,0.009353,0.024833,0.017093,0.032573,0.040313,0.032573,0.032573
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,31,-0.02,0.1625,0.01,39,0.02,0.1625,0.01,200,3.9032,-0.057172,-0.065959,-0.070981,-0.070981,-0.069725,-0.069725,-0.065959,-0.063449,-0.060938,-0.059682
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,31,-0.02,0.1625,0.01,47,0.06,0.1625,0.01,200,9.0796,-0.11258,-0.06935,-0.090966,-0.11258,-0.06935,-0.06935,-0.06935,-0.026119,-0.06935,-0.090966
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,31,-0.02,0.1625,0.01,55,0.1,0.1625,0.01,200,20.381,-0.087868,-0.039721,-0.030092,-0.020462,-0.001204,-0.001204,0.018055,0.018055,0.018055,0.027684
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,39,0.02,0.1625,0.01,47,0.06,0.1625,0.01,200,5.2348,-0.16845,-0.11884,-0.11509,-0.097309,-0.083268,-0.072036,-0.064547,-0.056123,-0.053315,-0.047699
7,-0.14,0.1625,0.01,63,0.14,0.1625,0.01,39,0.02,0.1625,0.01,55,0.1,0.1625,0.01,200,16.488,-0.083817,-0.048108,-0.024302,-0.012399,-0.000496,0.02331,0.02331,0.047116,0.02331,0.059019
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,16,-0.1,0.2275,0.01,24,-0.06,0.2275,0.01,100,8.3802,0.39382,0.34295,0.30728,0.27805,0.25466,0.23537,0.22016,0.20613,0.19385,0.18274
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,16,-0.1,0.2275,0.01,32,-0.02,0.2275,0.01,200,24.975,0.33235,0.30877,0.26162,0.2459,0.23805,0.21447,0.19875,0.19089,0.17518,0.17518
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,16,-0.1,0.2275,0.01,40,0.02,0.2275,0.01,200,30.806,0.30766,0.26306,0.24395,0.22484,0.20573,0.18661,0.17387,0.1675,0.16113,0.14839
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,16,-0.1,0.2275,0.01,48,0.06,0.2275,0.01,200,39.983,0.28388,0.25934,0.22989,0.21025,0.19062,0.17589,0.16608,0.14644,0.14644,0.13172
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,16,-0.1,0.2275,0.01,56,0.1,0.2275,0.01,200,54.621,0.2379,0.20556,0.19478,0.17322,0.16244,0.15526,0.14807,0.1337,0.1301,0.11932
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,24,-0.06,0.2275,0.01,32,-0.02,0.2275,0.01,200,8.4086,0.36299,0.29598,0.25111,0.22488,0.19109,0.17885,0.16195,0.14971,0.1433,0.12582
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,24,-0.06,0.2275,0.01,40,0.02,0.2275,0.01,200,14.17,0.25623,0.20083,0.17313,0.15928,0.13158,0.13158,0.10388,0.11773,0.090027,0.11773
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,24,-0.06,0.2275,0.01,48,0.06,0.2275,0.01,200,23.293,0.24856,0.19801,0.18958,0.1643,0.14745,0.13903,0.12217,0.11375,0.10532,0.11375
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,24,-0.06,0.2275,0.01,56,0.1,0.2275,0.01,200,37.896,0.1886,0.15752,0.14199,0.11609,0.11609,0.11091,0.095378,0.095378,0.08502,0.090199
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,32,-0.02,0.2275,0.01,40,0.02,0.2275,0.01,200,5.8514,0.045184,0.05272,0.056907,0.05942,0.05942,0.057745,0.05607,0.054395,0.053558,0.051883
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,32,-0.02,0.2275,0.01,48,0.06,0.2275,0.01,200,14.934,0.13854,0.13854,0.15168,0.13854,0.099115,0.11226,0.085972,0.099115,0.085972,0.099115
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,32,-0.02,0.2275,0.01,56,0.1,0.2275,0.01,200,29.494,0.13752,0.11756,0.10425,0.097596,0.077633,0.097596,0.077633,0.077633,0.064325,0.077633
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,40,0.02,0.2275,0.01,48,0.06,0.2275,0.01,200,9.113,0.26472,0.20011,0.20011,0.15704,0.17857,0.1355,0.1355,0.11396,0.070891,0.11396
8,-0.14,0.2275,0.01,64,0.14,0.2275,0.01,40,0.02,0.2275,0.01,56,0.1,0.2275,0.01,200,23.647,0.14905,0.14075,0.10755,0.10755,0.099251,0.099251,0.066052,0.082652,0.074352,0.074352
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,10,-0.1,-0.1625,0.01,11,-0.1,-0.0975,0.01,100,4.3323,0.65599,0.5542,0.4886,0.43318,0.38907,0.35288,0.31782,0.29067,0.26353,0.2443
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,10,-0.1,-0.1625,0.01,12,-0.1,-0.0325,0.01,100,6.4722,0.66395,0.57386,0.50648,0.45197,0.40958,0.37021,0.34901,0.30131,0.28844,0.26422
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,10,-0.1,-0.1625,0.01,13,-0.1,0.0325,0.01,50,4.1284,0.75175,0.62356,0.53217,0.46096,0.40755,0.36007,0.32328,0.29361,0.26275,0.23901
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,10,-0.1,-0.1625,0.01,14,-0.1,0.0975,0.01,50,5.1724,0.66581,0.55403,0.4754,0.41287,0.36646,0.32762,0.29067,0.26699,0.24141,0.21867
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,10,-0.1,-0.1625,0.01,15,-0.1,0.1625,0.01,100,14.779,0.41997,0.38013,0.32701,0.26061,0.24733,0.22077,0.23406,0.18094,0.19422,0.16766
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,11,-0.1,-0.0975,0.01,12,-0.1,-0.0325,0.01,100,2.1292,0.62058,0.52623,0.46409,0.41346,0.37204,0.34212,0.31221,0.28459,0.26848,0.24317
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,11,-0.1,-0.0975,0.01,13,-0.1,0.0325,0.01,100,3.9024,0.64124,0.53201,0.46421,0.40519,0.3625,0.32483,0.29219,0.26833,0.24573,0.2269
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,11,-0.1,-0.0975,0.01,14,-0.1,0.0975,0.01,20,1.1989,0.79376,0.69567,0.61393,0.55671,0.51992,0.47496,0.44635,0.42183,0.40139,0.38096
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,11,-0.1,-0.0975,0.01,15,-0.1,0.1625,0.01,20,2.1052,0.64832,0.59478,0.55754,0.52728,0.50866,0.49237,0.48073,0.46211,0.45513,0.44815
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,12,-0.1,-0.0325,0.01,13,-0.1,0.0325,0.01,20,0.35356,0.86156,0.66754,0.59824,0.54281,0.45965,0.40422,0.36264,0.33492,0.32106,0.25177
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,12,-0.1,-0.0325,0.01,14,-0.1,0.0975,0.01,20,0.77107,0.69505,0.59337,0.52347,0.47899,0.45357,0.42815,0.39638,0.37096,0.35825,0.32648
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,12,-0.1,-0.0325,0.01,15,-0.1,0.1625,0.01,20,1.6766,0.55308,0.51801,0.49463,0.48002,0.47418,0.46249,0.45956,0.4508,0.44495,0.43618
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,13,-0.1,0.0325,0.01,14,-0.1,0.0975,0.01,20,0.41753,0.61317,0.51929,0.49582,0.46061,0.46061,0.46061,0.44888,0.43714,0.41367,0.40194
9,-0.1,-0.2275,0.01,16,-0.1,0.2275,0.01,13,-0.1,0.0325,0.01,15,-0.1,0.1625,0.01,20,1.3233,0.4758,0.46839,0.46839,0.46839,0.47209,0.46469,0.4758,0.4758,0.47209,0.4795
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,18,-0.06,-0.1625,0.01,19,-0.06,-0.0975,0.01,100,3.9917,0.65135,0.54088,0.46723,0.40708,0.36043,0.32483,0.29292,0.26714,0.24504,0.2254
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,18,-0.06,-0.1625,0.01,20,-0.06,-0.0325,0.01,100,5.808,0.84825,0.69471,0.59769,0.51838,0.4627,0.41208,0.37075,0.33531,0.30494,0.27879
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,18,-0.06,-0.1625,0.01,21,-0.06,0.0325,0.01,100,7.2611,0.82696,0.68727,0.58808,0.51587,0.45649,0.40723,0.36944,0.33569,0.30465,0.27968
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,18,-0.06,-0.1625,0.01,22,-0.06,0.0975,0.01,100,9.157,0.67425,0.56708,0.50278,0.43848,0.41705,0.33132,0.33132,0.28845,0.24559,0.24559
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,18,-0.06,-0.1625,0.01,23,-0.06,0.1625,0.01,50,6.7583,0.65107,0.54304,0.46619,0.40964,0.36686,0.33206,0.30379,0.27913,0.25883,0.24288
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,19,-0.06,-0.0975,0.01,20,-0.06,-0.0325,0.01,50,0.91623,1.4943,1.1413,0.9916,0.8579,0.72955,0.64933,0.57446,0.51563,0.46215,0.42472
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,19,-0.06,-0.0975,0.01,21,-0.06,0.0325,0.01,50,1.6462,1.1453,0.93696,0.79112,0.68694,0.60062,0.52919,0.48752,0.43394,0.3893,0.35655
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,19,-0.06,-0.0975,0.01,22,-0.06,0.0975,0.01,50,2.6177,0.74633,0.61904,0.53106,0.46368,0.41688,0.38131,0.342,0.31767,0.29334,0.27087
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,19,-0.06,-0.0975,0.01,23,-0.06,0.1625,0.01,50,4.7501,0.5477,0.46415,0.40535,0.36409,0.33108,0.30735,0.28363,0.27022,0.25475,0.2403
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,20,-0.06,-0.0325,0.01,21,-0.06,0.0325,0.01,50,0.72898,0.83683,0.6688,0.57469,0.50076,0.44698,0.38649,0.3596,0.33272,0.29911,0.27894
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,20,-0.06,-0.0325,0.01,22,-0.06,0.0975,0.01,50,1.6966,0.39723,0.33947,0.3077,0.27882,0.2586,0.23838,0.22972,0.21528,0.20373,0.20084
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,20,-0.06,-0.0325,0.01,23,-0.06,0.1625,0.01,20,1.5258,0.61417,0.57564,0.54673,0.54031,0.51783,0.51141,0.50499,0.50177,0.49214,0.50177
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,21,-0.06,0.0325,0.01,22,-0.06,0.0975,0.01,20,0.38554,0.31826,0.31826,0.33097,0.33097,0.33097,0.34368,0.34368,0.34368,0.36909,0.36909
17,-0.06,-0.2275,0.01,24,-0.06,0.2275,0.01,21,-0.06,0.0325,0.01,23,-0.06,0.1625,0.01,20,1.232,0.49966,0.48772,0.46784,0.46784,0.46386,0.46784,0.46784,0.46784,0.47579,0.47181
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,26,-0.02,-0.1625,0.01,27,-0.02,-0.0975,0.01,20,0.75911,2.4531,2.0981,1.8399,1.6914,1.4978,1.4203,1.4332,1.1299,1.1492,1.0266
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,26,-0.02,-0.1625,0.01,28,-0.02,-0.0325,0.01,20,1.1546,2.6749,2.1741,1.9364,1.6945,1.5333,1.3847,1.2871,1.1895,1.1131,1.0367
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,26,-0.02,-0.1625,0.01,29,-0.02,0.0325,0.01,50,3.5291,1.9781,1.6352,1.3894,1.2089,1.0659,0.94512,0.84793,0.76323,0.69659,0.63133
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,26,-0.02,-0.1625,0.01,30,-0.02,0.0975,0.01,50,4.4172,1.5037,1.2175,1.0455,0.8969,0.77932,0.68392,0.61736,0.54526,0.4909,0.44099
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,26,-0.02,-0.1625,0.01,31,-0.02,0.1625,0.01,50,6.472,0.97659,0.8123,0.69722,0.60788,0.54505,0.46858,0.43754,0.39438,0.35956,0.33154
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,27,-0.02,-0.0975,0.01,28,-0.02,-0.0325,0.01,50,0.97605,2.1091,1.6523,1.3109,1.2557,0.96952,0.84903,0.73357,0.62815,0.55787,0.50264
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,27,-0.02,-0.0975,0.01,29,-0.02,0.0325,0.01,200,6.2473,1.2539,1.0594,0.92368,0.82329,0.74564,0.68132,0.62799,0.58328,0.54485,0.51034
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,27,-0.02,-0.0975,0.01,30,-0.02,0.0975,0.01,20,0.99566,1.7952,1.5787,1.4114,1.2933,1.1899,1.1112,1.0324,0.98323,0.92417,0.87496
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,27,-0.02,-0.0975,0.01,31,-0.02,0.1625,0.01,1,0.092325,5.3127,5.4286,5.4529,5.4542,5.4043,5.438,5.3841,5.3935,5.3598,5.3585
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,28,-0.02,-0.0325,0.01,29,-0.02,0.0325,0.01,20,0.26478,1.8536,1.6316,1.428,1.317,1.0764,1.2059,1.0764,0.96536,0.98387,0.90985
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,28,-0.02,-0.0325,0.01,30,-0.02,0.0975,0.01,2,0.064452,2.3053,2.4906,2.4694,2.6026,2.4289,2.8208,2.6181,3.0062,2.3227,1.7608
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,29,-0.02,0.0325,0.01,30,-0.02,0.0975,0.01,2,0.036433,2.1912,2.403,2.1092,2.8675,2.5635,2.6182,2.6318,2.7787,2.6933,2.4952
25,-0.02,-0.2275,0.01,32,-0.02,0.2275,0.01,29,-0.02,0.0325,0.01,31,-0.02,0.1625,0.01,20,1.1859,-0.006714,0.022209,0.051133,0.063529,0.084189,0.10072,0.11311,0.12964,0.14204,0.14204
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,34,0.02,-0.1625,0.01,35,0.02,-0.0975,0.01,50,1.8935,1.7612,1.5102,1.254,1.1298,0.99779,0.90204,0.80888,0.73384,0.67432,0.61221
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,34,0.02,-0.1625,0.01,36,0.02,-0.0325,0.01,100,5.4562,1.5366,1.2968,1.1406,1.0076,0.90258,0.81277,0.73374,0.66549,0.60802,0.55593
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,34,0.02,-0.1625,0.01,37,0.02,0.0325,0.01,50,3.44,1.9131,1.661,1.4188,1.2721,1.1411,1.0271,0.93309,0.8576,0.78353,0.72371
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,34,0.02,-0.1625,0.01,38,0.02,0.0975,0.01,200,16.794,0.76204,0.68023,0.57506,0.51663,0.4582,0.43482,0.37639,0.35302,0.34133,0.32965
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,34,0.02,-0.1625,0.01,39,0.02,0.1625,0.01,200,24.936,0.55716,0.46272,0.4155,0.36827,0.33679,0.31318,0.28957,0.27383,0.25022,0.23447
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,35,0.02,-0.0975,0.01,36,0.02,-0.0325,0.01,200,3.3427,1.5094,1.2895,1.1297,1.0154,0.92012,0.84243,0.77647,0.72223,0.67386,0.62988
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,35,0.02,-0.0975,0.01,37,0.02,0.0325,0.01,200,6.0737,1.1581,0.99273,0.87414,0.78136,0.71037,0.64825,0.59743,0.55467,0.51594,0.47964
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,35,0.02,-0.0975,0.01,38,0.02,0.0975,0.01,200,9.4872,0.70767,0.62492,0.52148,0.43874,0.39736,0.39736,0.3353,0.29393,0.27324,0.29393
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,35,0.02,-0.0975,0.01,39,0.02,0.1625,0.01,200,17.655,0.3724,0.30571,0.28347,0.23901,0.21677,0.19454,0.17231,0.16119,0.15007,0.13896
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,36,0.02,-0.0325,0.01,37,0.02,0.0325,0.01,200,2.7244,0.78534,0.68103,0.60909,0.54974,0.50838,0.46881,0.43464,0.40406,0.37888,0.3591
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,36,0.02,-0.0325,0.01,38,0.02,0.0975,0.01,200,6.2012,0.27725,0.23616,0.20376,0.18401,0.16584,0.15003,0.13976,0.1287,0.11843,0.11052
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,36,0.02,-0.0325,0.01,39,0.02,0.1625,0.01,200,14.325,0.12559,0.057087,0.084488,0.043386,0.043386,0.043386,0.043386,0.002283,0.057087,0.015984
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,37,0.02,0.0325,0.01,38,0.02,0.0975,0.01,200,3.4735,-0.148,-0.13813,-0.12825,-0.1212,-0.11415,-0.11132,-0.10427,-0.098629,-0.092986,-0.085933
33,0.02,-0.2275,0.01,40,0.02,0.2275,0.01,37,0.02,0.0325,0.01,39,0.02,0.1625,0.01,200,11.619,-0.077416,-0.060525,-0.094306,-0.094306,-0.026744,-0.060525,-0.077416,-0.094306,-0.043634,-0.060525
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,42,0.06,-0.1625,0.01,43,0.06,-0.0975,0.01,100,4.1853,0.46459,0.39084,0.34049,0.30069,0.27376,0.248,0.2281,0.21054,0.19298,0.1801
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,42,0.06,-0.1625,0.01,44,0.06,-0.0325,0.01,200,11.882,0.7123,0.58017,0.54713,0.46455,0.44803,0.415,0.38196,0.36544,0.33241,0.31589
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,42,0.06,-0.1625,0.01,45,0.06,0.0325,0.01,200,14.786,0.63214,0.52596,0.45959,0.41977,0.37995,0.36668,0.32686,0.31358,0.28704,0.27376
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,42,0.06,-0.1625,0.01,46,0.06,0.0975,0.01,200,18.381,0.5014,0.42665,0.36259,0.37327,0.31988,0.28785,0.27717,0.26649,0.23446,0.23446
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,42,0.06,-0.1625,0.01,47,0.06,0.1625,0.01,200,26.422,0.42927,0.36985,0.32528,0.28071,0.25843,0.251,0.23615,0.20643,0.19158,0.19158
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,43,0.06,-0.0975,0.01,44,0.06,-0.0325,0.01,200,3.6083,1.2656,1.1027,0.98588,0.89218,0.81885,0.75231,0.70343,0.6559,0.61652,0.57714
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,43,0.06,-0.0975,0.01,45,0.06,0.0325,0.01,200,6.5203,0.87643,0.76445,0.68254,0.61791,0.56606,0.52323,0.48565,0.45484,0.42779,0.40073
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,43,0.06,-0.0975,0.01,46,0.06,0.0975,0.01,200,10.078,0.5096,0.4317,0.41222,0.39275,0.3538,0.33432,0.33432,0.31485,0.23695,0.21747
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,43,0.06,-0.0975,0.01,47,0.06,0.1625,0.01,200,18.132,0.45371,0.39959,0.35629,0.30217,0.28052,0.25887,0.2264,0.23722,0.21558,0.19393
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,44,0.06,-0.0325,0.01,45,0.06,0.0325,0.01,200,2.9094,0.38995,0.33269,0.29901,0.27374,0.24848,0.23332,0.2148,0.20133,0.19122,0.17943
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,44,0.06,-0.0325,0.01,46,0.06,0.0975,0.01,200,6.5339,0.14202,0.11802,0.10752,0.097771,0.094021,0.088772,0.087272,0.083522,0.082023,0.079773
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,44,0.06,-0.0325,0.01,47,0.06,0.1625,0.01,200,14.555,0.23766,0.22417,0.1972,0.17024,0.17024,0.15675,0.12979,0.10282,0.1163,0.14327
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,45,0.06,0.0325,0.01,46,0.06,0.0975,0.01,200,3.6209,-0.062418,-0.062418,-0.055652,-0.046179,-0.039413,-0.032647,-0.025881,-0.017761,-0.015055,-0.006935
41,0.06,-0.2275,0.01,48,0.06,0.2275,0.01,45,0.06,0.0325,0.01,47,0.06,0.1625,0.01,200,11.66,0.21881,0.21881,0.16832,0.15149,0.13465,0.10099,0.11782,0.067327,0.11782,0.10099
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,50,0.1,-0.1625,0.01,51,0.1,-0.0975,0.01,100,4.663,0.37637,0.31962,0.28284,0.25132,0.2261,0.20613,0.19037,0.17461,0.16305,0.15149
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,50,0.1,-0.1625,0.01,52,0.1,-0.0325,0.01,200,13.535,0.39937,0.29787,0.28337,0.28337,0.23987,0.26887,0.19636,0.21086,0.16736,0.19636
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,50,0.1,-0.1625,0.01,53,0.1,0.0325,0.01,200,16.972,0.35271,0.31801,0.28332,0.23706,0.23706,0.20237,0.20237,0.16768,0.17924,0.16768
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,50,0.1,-0.1625,0.01,54,0.1,0.0975,0.01,200,21.18,0.31506,0.26873,0.25019,0.21313,0.20386,0.18533,0.18533,0.16679,0.15753,0.14826
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,50,0.1,-0.1625,0.01,55,0.1,0.1625,0.01,200,30.041,0.33863,0.29943,0.2537,0.22757,0.20797,0.18837,0.16877,0.16224,0.15571,0.15571
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,51,0.1,-0.0975,0.01,52,0.1,-0.0325,0.01,200,4.2899,0.4682,0.39739,0.3517,0.31743,0.28774,0.26718,0.24662,0.23405,0.22035,0.21007
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,51,0.1,-0.0975,0.01,53,0.1,0.0325,0.01,200,7.7496,0.40495,0.35057,0.312,0.28229,0.26079,0.24182,0.22475,0.21463,0.20262,0.19314
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,51,0.1,-0.0975,0.01,54,0.1,0.0975,0.01,200,11.919,0.28815,0.25522,0.20582,0.22229,0.17289,0.15643,0.18936,0.13996,0.15643,0.12349
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,51,0.1,-0.0975,0.01,55,0.1,0.1625,0.01,200,20.782,0.34863,0.28253,0.23531,0.20698,0.19753,0.17864,0.15976,0.15976,0.15976,0.15031
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,52,0.1,-0.0325,0.01,53,0.1,0.0325,0.01,200,3.4607,0.32819,0.28854,0.25739,0.23757,0.22058,0.20784,0.19085,0.18377,0.17244,0.16678
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,52,0.1,-0.0325,0.01,54,0.1,0.0975,0.01,200,7.7028,0.20854,0.18055,0.16338,0.15002,0.13857,0.1303,0.12266,0.11694,0.10994,0.10676
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,52,0.1,-0.0325,0.01,55,0.1,0.1625,0.01,200,16.523,0.32071,0.26132,0.21381,0.16629,0.16629,0.15442,0.14254,0.13066,0.11878,0.1069
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,53,0.1,0.0325,0.01,54,0.1,0.0975,0.01,200,4.239,0.096952,0.080769,0.07499,0.06921,0.064587,0.063431,0.055339,0.055339,0.055339,0.051871
49,0.1,-0.2275,0.01,56,0.1,0.2275,0.01,53,0.1,0.0325,0.01,55,0.1,0.1625,0.01,200,13.082,0.3038,0.22878,0.22878,0.18378,0.15377,0.15377,0.12377,0.10877,0.12377,0.10877
